clean_review,top_sentiment_label,top_sentiment_score
성심당 빵집 제일 가격 넘사벽 빵집 재료 가격 대부분 이상 성심당 때문 대전 빵집 퀄리티 가격 이번 샌드위치 브리 치즈 샌드위치 재료 비주얼 최고 남자친구 자체 크기 사과 때문 이삭 토스트 퀄리티 고급 튀소구마 합격 찹쌀 도넛 시장 찹쌀 도넛 파리 바게트 비교 파리 바게트 무늬 느낌 비율 느낌 마싯서 성심당 실패 시도 취향 생활 크림 크림 땅꼬마크로와상도 단종 명란 바게트 명란 생각,감동/감탄,0.9526204466819763
대전 성심당 본점 웨이팅 생각 예상외 사람 내부 종류 가지 돌이 기분 고민 대표 튀김소보로 객관 기름 추천 새우고로케 아이 불편 블랙까망베르 내부 치즈,당황/난처,0.8118211627006531
대전 유명 빵집 성심당 성심당 튀김소보로 일반 튀김소보로 이외 종류 다양 이번 처음 이름 다음 포장 개인 부추 호불호 성심당 고구마 튀김 소보 추천 다음 고구마튀김소보로,없음,0.8452826738357544
성심당 지역 유명 빵집 비교 메뉴 명문 제과 코롬방제 이성당 시그니처 메뉴 나머지 메뉴 서브 느낌 시그니처 메뉴 성심당 시그니처메뉴 튀김소보루 튀김 보루 명란 바게트 나비파 각종 샌드위치 성심당,없음,0.9082748889923096
대전 연고 친정엄마 성심당 어머니 조건 퉈김소보루 만큼 이제 기업 은행동 빵집 부티크 선물 매장 이상 주문 주차 무료 토요일 오후 주차장 주차장 입구 과정 가격 구성 샌드위치 종류 일반 프렌차이즈 매장 크기 내용물 자체 튀김소보루 명란 바게트 부추 종류 아이 브리 치즈 샌드위치 사과 살구 단맛 불낙 고로케 별미 소시지 토핑 사라다 전반 만족,기쁨,0.8958537578582764
대전 명물 성심당 성심당 시식 요즘 마스크 착용 필수 시기 시식 부추 부추 고기 조화 정도 명란 바게트 명란 음식 명란 명란 주장 명란,없음,0.8838534355163574
대전 성심당 유명 부추빵 튀김소보로 크로와상 초코크로와 가운데 기억 매장 규모 공장 직원 계산 속도 구매 가능 크로와 튀김소보로 부추 만두 구지 만두 전체 실망,안타까움/실망,0.9676459431648254
튀소 고구마 부추 개인 만두 보문산 메아리 아침 커피 페스츄리 느낌 명란 바게뜨 짭쪼름 곡물 호밀빵 재미 주차 시간 무료 대전역 도보 거리 정도 대전역 주요 팔음,즐거움/신남,0.9541639685630798
재료 성심 생각 튀김 보루 유명 개인 천연 효모 노아레즌 추천 첨부 사진 건포도 호두 식감 뺑드깜빠뉴 첨부 사진 커팅 보문산 메아리 브레드 미스터,기대감,0.7901437878608704
타지 소문 대전 대표 메뉴 튀김소보로 튀소구마 튀김소보로 고구마 소문 대로 튀김소보로 튀김 앙금 추천 다음 부추,기대감,0.8143138885498047
대전 시민,없음,0.8486775159835815
대전 자랑 성심당 방문 평일 사람 성심당 잠봉뵈르 명란 바게트 대전,없음,0.9084423780441284
대전 유명 성심당 빵집 유명 종류 어마 무시,신기함/관심,0.9265074729919434
대전 유명 가격,없음,0.7481958270072937
사람 메모 디저트 카페,없음,0.7956563234329224
종류 가격 금발,없음,0.8300514817237854
웨이팅 평일 계산,당황/난처,0.5911523699760437
사람 벅적벅 나름 체계 예전 포장 이번 명란 바게트,안심/신뢰,0.7265338897705078
요즘 보장 유명 이유,신기함/관심,0.7097428441047668
오전 사람 최고,감동/감탄,0.9508081674575806
사람 가성비 이해,없음,0.7681151032447815
성심당 진리 바가지,없음,0.8026856184005737
대전 명물 성심당 소보루빵 처음 평일 점심 시간대 사람 유명 스팟이라 순례,즐거움/신남,0.8788973689079285
수요미식회 튀김 소보 튀김소보로 계산 부추 대전,없음,0.8631837368011475
대전 최고 명물 시간 사람 튀소 튀소,즐거움/신남,0.9161635637283325
만원 사면 주차 시간 무료,없음,0.7810119986534119
대전 성심당 오랜만 튀김소보 행복,즐거움/신남,0.9653956890106201
대전 명물 성심당 종류 가격 가격 칭찬 위생 관리 재료,감동/감탄,0.8973119854927063
종류 다양 가격,기대감,0.8221093416213989
성심당 본점 성심당 운영 식당 성심당 가격 식당 음식 가격 대전 미식 지역,없음,0.8654166460037231
대체 사람 구경 구경 위생 의심 처음 종류,불평/불만,0.9093332290649414
식빵 만큼 성심당 지금 맛집 성심당 감성,즐거움/신남,0.8378607034683228
성심당 본점 실속 보문산 메아리 메뉴 커피,없음,0.9327723383903503
소보 튀소 샌드위치 등등 가격 실망 브리 치즈 샌드위치 방문,안타까움/실망,0.9710127115249634
후회 종류 가격,안타까움/실망,0.7247273921966553
성심당 와중 친절,없음,0.7375761270523071
가격 퀄리티 가격 대비 최고,감동/감탄,0.9359360933303833
대전 성심당 처음 주말 사람 차례 직원 친절 냄새,고마움,0.8964717388153076
성심당 김치 찹쌀 주먹밥 사진 명란 바게트 맥주,없음,0.8720221519470215
사람 깜빠뉴 올리브 치아바타 기공 올리브 퐁신한 식감,없음,0.7528538107872009
대전 명물 성심당 사람 종류 품절 초코튀소 어린이날 기념 망고 거북이,즐거움/신남,0.7371397614479065
방문 실망 지역 사람 광주 궁전 제과 성심당 음식점 케익,없음,0.8810068368911743
생각 사람,없음,0.6447709202766418
대전 사람 성심당 가성비 특색 메뉴 메아리 최근 소금,없음,0.8447794914245605
개인 종류 다양 명란 바게트 명란 생각,없음,0.8799676299095154
사람 튀김소보 부추 반반 세트 오랜만 이상 사면 튀김소보로빵,없음,0.8467759490013123
평생 대전 친구 대전 만족도 백퍼라 보문산 메아리 순수,안심/신뢰,0.8174125552177429
포장 상태 가격 대비 카프레 샌드위치,안타까움/실망,0.8167741894721985
대전 자랑 대전 대들보 성심당 유명 거품 가격 선물,감동/감탄,0.7637820243835449
여름 대기 우산 비치 관리 가격 급진,없음,0.820670485496521
대전 성심당 본점 사람 가격대 다양 생각,없음,0.861327588558197
사람 고민 튀김소보로,없음,0.692798376083374
튀김소보루 고로케 일정 대전 명소,즐거움/신남,0.767689049243927
타지 사람 포장 시간 음료 성심당,짜증,0.7265448570251465
대전 명물 성심당 가격 생각,없음,0.8611438274383545
인원 제한 입장 입구 소독제 배치 코로나 방역 종류,없음,0.8160614371299744
대전 유명 웨이팅 주먹밥 명란 바게트 필수,없음,0.9309923648834229
대전 성심당 본점 오픈 시간 사람 오픈 시간 샌드위치,없음,0.8755534291267395
성심당 에이스 튀소 부추 메아리 카카오 순정 찹쌀 주먹밥 주먹밥,없음,0.9312924146652222
대전 딸기 생각 마싯,즐거움/신남,0.7874253988265991
방문객 회전 뚜껑 가격 지점,없음,0.912229597568512
종류 대전 이유,없음,0.8867191672325134
대전 명물 사람 커피,없음,0.8280011415481567
회전 사람 테라스 키친 테라스 키친 자체 메뉴,없음,0.9438540935516357
대전 성심당 오늘 필요 성심당,기대감,0.7899206876754761
대전 빵집 성심당 로컬 맛집 정도 가격 웨이팅,없음,0.8033909797668457
유명 사람 명란 바게트 튀김소보루,없음,0.889835000038147
고구마 앙금 순수 마들렌 우유 커피,없음,0.8895096778869629
빵집 음식점 소보로 시간,없음,0.8407862782478333
안쪽 튀소사 튀소 기본 제일 그담 고구마 고다음 부추,없음,0.8987215757369995
김치 주먹밥,즐거움/신남,0.8131572008132935
대전 성심당 종류 다양 가격 평균 이상,없음,0.8201496005058289
브랜드 성공 데이트 코스,즐거움/신남,0.9008052349090576
대전 성심당 튀김소보로 사진 소세지 만족,기쁨,0.9523964524269104
사람 종류 행복 계산대 가격,없음,0.8867332339286804
대전 성심당 대전 성심당 행복 피자 바게뜨 추천,기대감,0.813238799571991
주말 웨이팅,기대감,0.8913378715515137
너어어무 기대 생각 가성비,기대감,0.934276282787323
인기 빵집,즐거움/신남,0.8816849589347839
대전 성심당 모해 가격 방문 의사,없음,0.921473503112793
카페 음료 대전 성심당 필수 코스,없음,0.9137532114982605
종류 다양 회전 냄새 비주얼,신기함/관심,0.8417168855667114
성심당 대전 방문 쏘쏘,기대감,0.8542950749397278
퀄리티 가성비 성심당 유명 이유,감동/감탄,0.8489298820495605
선물 튀소 부추,즐거움/신남,0.7919468879699707
유명 대전 빵집 사람 명성,없음,0.7975669503211975
평일 저녁 품절 아쉬움 소금,안타까움/실망,0.9532628059387207
성심당 빙수 팥빙수,없음,0.7848913073539734
오랜만 성심당 튀김소보로 튀소구마 취향,즐거움/신남,0.8398575186729431
주차 가능 대전 유명 방문 사람,없음,0.8324229121208191
회전 가격,없음,0.7073572278022766
부추 프레쉬,즐거움/신남,0.855997622013092
가격 대비,안타까움/실망,0.8821476697921753
직원 친절,안심/신뢰,0.9047282934188843
성심당 모해 소금,없음,0.7023413777351379
가격 대전 명물,즐거움/신남,0.7012970447540283
종류 다양 가격 주차 가능,없음,0.8038235902786255
평일 사람,없음,0.8569518327713013
성심당 추천,기대감,0.8422872424125671
튀김소보 고구마,없음,0.8845474123954773
대전 이유 성심당,없음,0.8904959559440613
실패 순수,안타까움/실망,0.6318164467811584
본점 종류 명란 바게트,없음,0.9326306581497192
타이밍 여유 구매 가능,없음,0.8946839570999146
튀김 소보 메인 유명 빵집,없음,0.8134216070175171
대전 명물 성심당 빙수,없음,0.7905039191246033
음식 성심당 성심당 감동 눈물 취향 눈물 트렌디 느낌 접목 고요 가격 프렌차이즈 빵집 정도 맛집 동네 사람 성심당 의미 서비스 직원 친절 분위기 사람 위생 상태 참고 주먹밥 피자 옛날 동네 피자 성심당,감동/감탄,0.9668096303939819
튀소 정도 근처 개인 명란 바게트 자리 사람 정신 단점 종류 업데이트,없음,0.9366206526756287
사람 분점 시식 튀김소보로 튀소구마 부추 박스 포장,없음,0.91056889295578
성심당 모해 팥빙수 옛날 팥빙수,없음,0.7302387952804565
유명 만큼 종류,없음,0.874703049659729
유명 장점 구경 시식 사람 와중 종업원 고생 가격 메리트,안타까움/실망,0.7586697340011597
대전 사람 성심당 성심당 은행동 빵집 가격,없음,0.8887273669242859
대전 대전역 본점 부추 튀김소보 개인 부추 명성,없음,0.920146644115448
근처 생각 운동 가격 프랜차이즈 빵집 매장 사람,없음,0.8379204273223877
튀김 보루 유명 전국구 빵집 사람 종류 계속 출시 제품,없음,0.8424249291419983
튀김 소보루 부추빵 경우 개인 취향 낱개 구입 박스 구매 권장 성심당 튀김 소보루 유명 대전 튀김 소보루 개인 블루베리 크림 생각 입구 좌측 진열 곡물 호밀 통밀빵 풍미,없음,0.8762927651405334
유명 성심당 만큼 종료 다양 시그니쳐 메뉴 튀김소보로 소문 부추 건강,기대감,0.9306924343109131
보유 대전 명물 대표 메뉴 튀김소보루빵 추천 앙금 소보루 튀김 도넛 느낌,기대감,0.8614688515663147
주말 방문 계산 정도 실패,안타까움/실망,0.8328630328178406
대전 순례 만족도 자체 퀄리티 부추 부산,감동/감탄,0.9506240487098694
처음 사람 위치,없음,0.826547384262085
가고 싶당,기대감,0.9261367917060852
대전에 가야 하는 이유가 되어버린,깨달음,0.7584407329559326
줄이 길어도 너무 길어요,불평/불만,0.9696460962295532
본점은 꿈도 못꿨는대 여기라면 갓심당,기대감,0.9497644305229187
딸기시루 막내 사먹었는데 비싸기만하고 파바케이크보다 맛없어요 줄이없어서 망정이였지,불평/불만,0.996661901473999
튀김소보루들이랑 크루와상 명란바게트 사갔는데 더 살걸 그랬어요 맛있고 얼려놨다가 에프돌려먹어도 변함이없어요,감동/감탄,0.9332801103591919
딸기시루 라는 표현이 딱입니다 성심당 인기 비결은 착한 가격도 한몫하는것 같습니다,감동/감탄,0.9578434228897095
정성이 없는 공장같은 맛서울사람인데 진짜 노맛이에요웨이팅 없었는데 먹고나서 열받았어요부추빵은 선물 받아 먹었을때도 가서 먹었을때도 먹을때마다 상한 기분이에요순우유크림빵이랑 고로케 정도만 괜찮고 빵이 뻑뻑해요다른빵들 튀소 튀소구마 동그란빵 뭐 눈맞은 어쩌고 신상빵 다 별로 딸기시루는 진짜 먹는데 맛이 너무 없어서 기분나빠요 딸기는 달지않고 크림은 느글느글하네요 딱딱한 브라우니와 조화도 아주 별로입니다 성심당 정신이 좋다고 해서 이미지 좋은데 찾아갈 정도 맛집 아닌거 같아요 맛이 없어요 가성비도 모르겠어요,불평/불만,0.9957665205001831
명란바게트 작은메아리 초코튀소,없음,0.8333280086517334
가성비가 너무 좋아서 가성비만 좋겠지 싶었는데 하나하나 맛도 너무 맛있었습니다성심순크림빵 너무 촉촉하게 맛있었고 튀소는 많이 먹어봐서 딸기초코튀소 튀소구마 먹어봤는데 딸기튀소도 맛있었어요가운데 컵케이크 같은거는 케이크부띠끄에서 딸기시루 먹어보고싶은데 양이 너무 많아서 저걸로 샀어요 맛있었는데 딸기시루랑 비슷할지는 모르겠네요,즐거움/신남,0.8877696990966797
마싯음 야끼소바빵 튀소 떠먹는딸기 기억에 남게 맛잇엇음 명란바게트 먹물연유빵은 명성에 비해 그치만 왤케 인기가 많은지는 이해가 안된당금요일 저녁시간엔 웨이팅 없이 들어가서 먹엇지만 가게 내부는 미어터짐 따로먹으라고 준비된장소는 한적다음날 빵사서 가려고 토요일 점심시간에 가니깐 웨이팅이 가게를 둘러싸고 세줄 잇어서 포기햇다싸고 맛잇는건 인정이당,안타까움/실망,0.9041480422019958
맛도 있고 주차도 편하고 다 좋은데 주말이나 금요일 오후에는 절대 방문하지 마세요 웨이팅 줄이 어마무시 합니다 평일 오전 방문을 강력 추천 드립니다,기대감,0.8068395256996155
평일 방문 강추 무조건 일찍 가셔야 됨,없음,0.7909732460975647
아무리 또심당 또심당이라 해도 맛있고 가격 착한데 마다할 이유가 없다,즐거움/신남,0.8983266353607178
오전에 갔는데 사람 정말 많았음 내부에선 줄을 안 서는데 사람이 넘 많아서 빵 보고 고르려면 줄을 설 수 밖에 없어짐 직원분은 줄 서지마시라 하는데 불가항력이었네요 계산대는 진짜 줄이 없긴 빵은 엄청 저렴하진 않았는데 같은 가격의 지역 빵에 맛이 좋더라고요 지역 보통 빵은 가격 보통 맛 없음 심당 빵은 가격 보통 맛 좋음 이정도 느낌,당황/난처,0.8418691158294678
성심당 유명한 이유가 있네요모든 빵을 먹어보진 않았지만 고른 것마다 다 맛잇었네요또 갈 의향 있습니다 추천,감동/감탄,0.9519040584564209
진짜 넘 맜있넹계속 갈 마음 정도,즐거움/신남,0.9478498697280884
말이필요없죠 유명한이유가 있습니다 우리들주차장 주차하시고 본점 가기전에 횡단보도 건너서 케잌파는 부띠끄도 가보셔요 가격은 있어요 케잌은 좋음,감동/감탄,0.9098698496818542
솔직히 가격 엄청착하고 완전맛있고거품이 아닌 정말 이름값 하는 곳,안심/신뢰,0.9415268898010254
주차가 무료가 안되네요,불평/불만,0.9604516625404358
포장해서 먹었는데 식어도 맛있네요 부추빵은 비추 넘 심심하고 풋내나서 먹다버렸고 소보로랑 크루와상 맛나요 명란바게트도 짭짤하니 맛있네요사기전에 대기가 길었어요 고를때도 후다닥 이용방법 숙지하시고 가세요 미리 뭐살지 적어가세요 줄서서 들어가는거라 후다닥 골라야해요 놓치면 뒤로 가기 불가하니 신중하세요,안심/신뢰,0.8200762271881104
가성비 좋고 맛 좋고 재료가 신선하고 소화 잘되고가끔씩 가는데 집에서 왕복 거리지만 시간이 절대로 아깝지 않음간김에근처에서 생선국수 먹고 장태산 한바퀴 돌면 좋음,기쁨,0.9564511179924011
장점 직원 분들이 친절하심 가성비 빠른 회전율단점 인기가 많은 빵은 보기도 힘듦성심당 사랑해,기쁨,0.9579529166221619
너무너무너무 맛있어요들어가는데 오래 걸리는것도 아니고 줄도 안밀리게 할려고 계산 하는 곳도 많고빵도 가격 저렴하고 맛있어요 특히 명란바게트 미쳤어용,기쁨,0.9803807139396667
정말 가성비 좋고 맛있는데 너무 유명해짐 성심당 정도 아닙니다,안타까움/실망,0.9328798651695251
평일인데도 길게 늘어진 줄에 당황했으나 금방 들어갈 수 있었음 따로 줄이 없다고 계속 안내방송 해주셔서 원하는 빵을 담기위해 돌아다님 그치만 사람이 너무 많아서 치이는 건 어쩔 수 없는 듯 빵을 계속 굽고 계셔서 오전이 아니라도 갓 구운 빵을 먹을 수 있다는 장점이 있음 계산대도 많아서 빨리 계산하고 나올 수 있음 본점이지만 내부가 엄청 넓진 않으므로 미리 구매할 빵을 정해두고 가면 효율적일듯,안심/신뢰,0.9632137417793274
주먹밥도 의외로 맛있어요김볶밥 눌은 부분맛 모아서 주먹밥 만든 느낌기름지지만 끼니때우기좋았음,기쁨,0.9047815799713135
잘 사고 감,기쁨,0.9101788401603699
원픽은 블루쇼콜라,기대감,0.8814996480941772
좋은 마음으로 지속하는 곳은 계속 잘되면 좋겠습니다,기대감,0.9664705991744995
담에함가볼게요,기대감,0.9729852676391602
넘 좋아요,기쁨,0.9712850451469421
직원들이 정말 프로페셔널한 것이 느껴진다,감동/감탄,0.9652692675590515
명불허전이지요,감동/감탄,0.8220866322517395
여기서 파는 것은 음식이라기보다는 굿즈에 가깝다 튀김소보로는 과하고 자극적이라 어린아이들이나 좋아할 음식이다 갓 튀긴 것은 맛있다고들 하는데 갓 구운 빵이 맛이 없으면 그건 그거대로 문제 아닌가 부추빵은 폭신한 우유빵이라 속재료랑 어울리지도 않는다 가성비가 좋다고들 대전이 아직 붕어빵 마리를 천 원에 파는 동네일,불평/불만,0.9571244120597839
먹을 수 있는 카페는 맞은편 골목약과파는 골목에,없음,0.9404464960098267
말이필요없는 맛 담백하고 고소한 생크림 촉촉한 빵 튀소말고도 맛있는빵이 너무많아요,즐거움/신남,0.9805518388748169
사랑해요 성심당근데 별 개준건 줄이 너무 김,안타까움/실망,0.847078800201416
사랑합니다,환영/호의,0.8946134448051453
맛있어요 가성비도 좋구 요즘은 줄 오래 안 서서 좋아요,기쁨,0.9719629883766174
가성비 최고의 빵집 많은 종류의 빵 시루는 무화과는 좋은데 귤 시루는 사람이 넘 많아서 분 대기시간은 기본,불평/불만,0.8457695245742798
뭐랄까 대전에 본가가 있는 사람으로서 자랑스럽지만 막 기달려서 먹는건 글쎄맛이야 있지만 굳이,안타까움/실망,0.8576971292495728
항상 애용하는 대전의 자랑,기쁨,0.9083656668663025
빵의 즐거움을 만끽할 수 있는 곳가격 다양성 맛 감사할따름,기쁨,0.9249669909477234
가성비 최고 근데 동선이 이상한 같아요,안타까움/실망,0.873134195804596
맛도 맛이지만 가성비가 남다름 최고,감동/감탄,0.967044472694397
빵순이라 어딜 가나 빵집은 꼭 들리는데 사온 빵이 다 맛있었습니다,기쁨,0.9802452921867371
